attempt_id,user_id,exercise_id,timestamp,attempt_number,difficulty,connectivity_quality,device_type,hearts_before,is_correct,time_spent_seconds,hour_of_day,day_of_week,time_spent_outlier_flag,log1p_time_spent_seconds
37779,637,44,2026-03-22 12:21:42,1,3,0.657,mobile,4,True,59.7,12,6,False,4.1059436980654525
42941,242,103,2026-02-06 01:12:10,1,3,0.547,tablet,2,False,36.4,1,4,False,3.6216707044204863
30223,299,81,2026-02-11 20:57:45,2,3,0.725,mobile,1,True,37.4,20,2,False,3.648057459593681
216,281,23,2026-04-09 02:32:35,1,5,0.932,mobile,1,False,27.1,2,3,False,3.3357695763397
55007,611,37,2026-03-04 11:24:38,1,4,0.898,mobile,1,True,24.8,11,2,False,3.250374491927572
21842,138,43,2026-03-26 16:18:14,1,3,0.817,mobile,3,False,36.7,16,3,False,3.629660094453965
33322,655,32,2026-03-12 08:32:12,4,4,0.773,tablet,1,False,26.3,8,3,False,3.3068867021909143
23578,635,61,2026-02-17 12:31:17,3,3,1.0,tablet,2,True,14.2,12,1,False,2.7212954278522306
48181,626,87,2026-01-31 00:59:16,1,1,0.778,desktop,2,True,9.7,0,5,False,2.3702437414678603
55996,109,119,2026-03-08 04:03:57,1,1,0.693,desktop,4,True,32.0,4,6,False,3.4965075614664802
55308,339,87,2026-04-19 05:00:40,1,1,0.74,mobile,2,False,15.7,5,6,False,2.8154087194227095
38760,420,61,2026-02-18 05:39:51,2,3,0.885,desktop,5,False,7.8,5,2,False,2.174751721484161
42337,605,71,2026-01-19 15:49:32,1,5,0.737,mobile,4,True,28.1,15,0,False,3.370738174177447
48193,588,28,2026-02-22 19:58:49,2,5,0.444,mobile,3,True,38.0,19,6,False,3.6635616461296463
59279,336,117,2026-02-24 22:41:35,2,4,0.827,mobile,4,True,30.9,22,1,False,3.462606009790799
49486,474,9,2026-02-17 15:56:02,1,5,0.804,mobile,3,True,37.3,15,1,False,3.6454498961866
19565,758,46,2026-03-16 01:04:07,2,4,1.0,desktop,5,True,29.4,1,0,False,3.414442608412176
38368,613,87,2026-01-17 17:14:02,3,1,0.743,mobile,4,True,10.9,17,5,False,2.4765384001174837
39118,203,47,2026-02-06 13:18:25,1,3,0.949,mobile,4,True,14.3,13,4,False,2.72785282839839
36507,312,116,2026-01-09 07:22:09,2,4,0.802,mobile,5,True,13.6,7,4,False,2.681021528714291
26761,334,89,2026-03-08 17:35:47,4,3,0.382,mobile,5,True,43.3,17,6,False,3.7909846770510898
50548,329,75,2026-04-05 00:02:32,2,5,1.0,desktop,3,False,37.4,0,6,False,3.648057459593681
26400,619,110,2026-01-22 09:29:11,2,3,0.902,mobile,5,False,20.1,9,3,False,3.0492730404820207
56977,588,105,2026-04-18 16:54:39,2,4,0.441,mobile,3,False,33.7,16,5,False,3.5467396869528134
37169,691,68,2026-01-12 15:22:33,4,3,0.811,desktop,3,True,13.5,15,0,False,2.6741486494265287
38701,716,94,2026-04-22 00:00:39,1,3,0.626,mobile,3,False,25.5,0,2,False,3.2771447329921766
41919,285,98,2026-04-14 08:15:21,1,3,0.801,mobile,2,True,13.9,8,1,False,2.7013612129514133
57478,314,111,2026-04-11 07:32:05,2,3,0.936,desktop,2,True,24.2,7,5,False,3.2268439945173775
48628,451,46,2026-02-14 19:24:23,1,4,0.487,mobile,1,True,53.5,19,5,False,3.9982007016691985
22300,412,33,2026-01-14 19:39:42,1,3,0.861,tablet,5,True,35.4,19,2,False,3.594568774642695
57547,75,78,2026-04-04 02:02:40,2,1,0.687,mobile,1,True,30.2,2,5,False,3.4404180948154366
53047,739,118,2026-03-11 01:14:34,2,3,0.892,mobile,4,True,46.5,1,2,False,3.8607297110405954
51071,215,100,2026-04-29 19:40:03,1,2,0.79,mobile,3,True,42.0,19,2,False,3.7612001156935624
49130,599,56,2026-01-19 03:25:34,1,3,0.889,mobile,4,True,23.3,3,0,False,3.190476350346503
52696,363,28,2026-04-30 05:53:32,5,5,0.702,mobile,1,True,38.8,5,3,False,3.6838669122903918
56364,315,92,2026-02-23 16:26:18,1,3,0.696,tablet,4,True,51.8,16,0,False,3.966511190712216
6125,379,112,2026-02-23 14:38:31,1,5,1.0,mobile,5,True,13.2,14,0,False,2.653241964607215
28761,341,3,2026-02-10 00:08:27,3,1,0.835,desktop,3,True,17.5,0,1,False,2.917770732084279
43934,430,86,2026-02-09 18:12:00,3,4,0.864,desktop,5,True,22.1,18,0,False,3.139832617527748
42590,517,13,2026-03-14 09:39:58,1,2,0.805,desktop,2,True,25.9,9,5,False,3.292126286607793
58220,660,18,2026-04-02 10:50:56,1,3,0.749,mobile,1,True,29.2,10,3,False,3.407841924380824
4416,719,120,2026-01-17 11:26:24,1,1,0.81,mobile,2,True,6.9,11,5,False,2.066862759472976
48636,93,72,2026-01-25 22:26:43,1,5,0.603,desktop,4,True,21.2,22,6,False,3.100092288878234
20984,185,63,2026-02-24 17:18:23,3,3,0.733,mobile,2,True,21.6,17,1,False,3.1179499062782403
53940,9,93,2026-01-06 09:02:02,1,4,0.905,tablet,2,True,15.5,9,1,False,2.803360380906535
26740,100,68,2026-02-07 04:40:58,2,3,0.979,mobile,2,True,31.4,4,5,False,3.4781584227982836
36046,145,64,2026-02-14 15:49:07,1,3,0.713,mobile,3,True,35.3,15,5,False,3.591817741270805
52279,248,31,2026-04-07 14:24:08,3,3,0.764,mobile,4,True,34.8,14,1,False,3.5779478934066544
41334,191,105,2026-04-27 22:37:43,2,4,0.645,mobile,1,False,110.1,22,0,False,4.7104306966455844
8409,95,15,2026-02-11 01:51:44,3,4,1.0,mobile,3,True,20.2,1,2,False,3.054001181677967
15202,796,32,2026-03-30 10:51:58,1,4,0.866,mobile,3,True,26.2,10,0,False,3.3032169733019514
42803,647,88,2026-01-11 18:30:38,3,2,1.0,mobile,2,True,8.3,18,6,False,2.2300144001592104
47543,61,10,2026-04-17 04:32:04,3,1,0.885,mobile,5,True,28.0,4,4,False,3.367295829986474
46593,201,43,2026-04-27 12:36:29,2,3,0.845,mobile,4,True,30.4,12,0,False,3.4468078929142076
40134,74,9,2026-02-22 04:32:30,1,5,0.968,mobile,5,False,19.6,4,6,False,3.0252910757955354
33468,51,91,2026-03-11 14:06:59,2,3,1.0,mobile,2,True,21.0,14,2,False,3.091042453358316
52931,547,11,2026-04-20 23:58:24,1,1,1.0,mobile,5,False,7.5,23,0,False,2.1400661634962708
15428,588,53,2026-02-13 20:58:31,1,5,0.467,mobile,5,True,39.8,20,4,False,3.708682081410116
21611,637,39,2026-03-22 17:22:09,5,1,0.702,mobile,2,True,36.4,17,6,False,3.6216707044204863
49499,187,9,2026-02-28 17:59:02,1,5,0.7,mobile,5,True,63.0,17,5,False,4.1588830833596715
483,131,38,2026-04-06 19:38:14,1,3,0.32,desktop,3,True,49.7,19,0,False,3.9259259105971376
14895,173,15,2026-04-05 07:02:02,1,4,0.799,mobile,1,True,22.2,7,6,False,3.1441522786722644
20142,407,84,2026-02-21 05:35:12,3,3,1.0,mobile,2,True,8.0,5,5,False,2.1972245773362196
48197,773,120,2026-04-24 22:40:26,1,1,0.732,mobile,3,True,15.0,22,4,False,2.772588722239781
7158,103,33,2026-03-06 14:33:49,4,3,0.853,desktop,2,True,13.6,14,4,False,2.681021528714291
59178,452,46,2026-03-25 07:55:32,2,4,0.899,mobile,2,True,61.5,7,2,False,4.135166556742356
7283,457,101,2026-04-23 08:15:29,1,1,0.937,mobile,1,True,26.6,8,3,False,3.3178157727231046
31579,554,109,2026-04-25 05:50:20,2,2,0.723,desktop,5,True,12.1,5,5,False,2.5726122302071057
50765,684,88,2026-01-17 05:41:15,1,2,0.408,tablet,1,True,18.9,5,5,False,2.990719731730447
29811,358,79,2026-04-05 00:02:15,1,5,0.927,mobile,5,False,38.2,0,6,False,3.6686767467964168
9046,785,78,2026-04-21 06:17:47,2,1,0.954,mobile,1,True,6.1,6,1,False,1.9600947840472698
12155,557,13,2026-03-27 09:49:43,1,2,0.818,tablet,1,True,22.7,9,4,False,3.1654750481410856
24329,358,31,2026-01-28 17:07:09,1,3,0.707,mobile,5,True,29.4,17,2,False,3.414442608412176
55183,714,37,2026-02-21 08:37:58,1,4,0.812,mobile,5,True,28.2,8,5,False,3.374168709274236
53782,681,90,2026-01-18 06:47:50,2,3,0.833,mobile,1,False,20.7,6,6,False,3.077312260546414
42834,201,85,2026-04-03 08:19:00,1,4,0.854,mobile,5,True,17.0,8,4,False,2.8903717578961645
36586,570,92,2026-01-17 16:03:43,1,3,0.677,desktop,3,True,21.9,16,5,False,3.131136910560194
29424,412,1,2026-01-07 01:14:56,3,4,0.772,tablet,2,True,33.0,1,2,False,3.5263605246161616
17023,6,21,2026-02-03 02:51:36,2,2,0.578,mobile,5,True,44.9,2,1,False,3.8264651170664994
37671,202,24,2026-02-28 06:40:31,1,4,0.66,mobile,2,True,47.4,6,5,False,3.879499813722586
18577,491,39,2026-01-17 22:02:02,1,1,0.671,mobile,4,True,26.1,22,5,False,3.299533727885655
39603,574,85,2026-03-08 15:20:19,1,4,0.828,mobile,1,True,52.4,15,6,False,3.977810745966149
8593,451,101,2026-01-24 17:26:28,2,1,0.611,mobile,2,True,19.5,17,5,False,3.0204248861443626
20400,671,94,2026-04-14 10:47:05,1,3,0.981,desktop,4,True,28.4,10,1,False,3.380994674344636
9395,463,17,2026-02-20 05:51:45,1,1,0.68,mobile,2,True,33.7,5,4,False,3.5467396869528134
22791,270,98,2026-03-24 14:08:44,1,3,1.0,mobile,5,True,9.8,14,1,False,2.379546134130174
40573,388,88,2026-02-12 00:00:11,2,2,0.976,desktop,4,True,8.2,0,3,False,2.2192034840549946
4033,659,108,2026-04-28 22:03:36,2,3,0.539,mobile,2,True,34.8,22,1,False,3.5779478934066544
31486,770,112,2026-01-15 08:43:18,1,5,0.56,desktop,1,False,33.5,8,3,False,3.5409593240373143
44412,636,18,2026-03-27 21:06:48,2,3,0.877,mobile,2,True,16.4,21,4,False,2.856470206220483
47613,629,27,2026-02-08 21:49:58,2,2,0.892,mobile,3,True,31.4,21,6,False,3.4781584227982836
28856,11,1,2026-01-28 04:08:43,1,4,0.588,mobile,5,False,17.6,4,2,False,2.9231615807191558
57954,567,81,2026-04-21 19:39:47,1,3,0.922,mobile,3,True,48.9,19,1,False,3.910021002757473
10564,661,73,2026-03-16 14:48:48,5,5,0.962,mobile,2,True,8.9,14,0,False,2.2925347571405443
57114,509,20,2026-02-12 18:32:07,2,4,0.548,mobile,5,True,60.4,18,3,False,4.117409835153096
50686,784,103,2026-02-03 23:03:38,1,3,0.641,desktop,3,True,36.1,23,1,False,3.6136169696133895
21217,457,99,2026-01-18 21:02:45,1,1,0.994,mobile,5,True,21.4,21,6,False,3.109060958860994
12147,668,18,2026-02-01 16:48:12,1,3,0.776,desktop,2,True,18.9,16,6,False,2.990719731730447
40147,195,5,2026-03-09 07:49:06,1,4,0.964,mobile,5,False,35.8,7,0,False,3.6054978451748854
22117,646,7,2026-01-18 22:06:57,1,4,0.827,mobile,1,False,16.1,22,6,False,2.8390784635086144
8269,300,117,2026-04-25 15:46:05,1,4,0.827,mobile,2,False,24.2,15,5,False,3.2268439945173775
31668,293,2,2026-03-25 12:48:10,1,5,0.705,mobile,1,False,20.7,12,2,False,3.077312260546414
48522,699,38,2026-03-01 05:13:07,1,3,0.605,mobile,2,False,54.0,5,6,False,4.007333185232471
31705,98,59,2026-01-04 13:03:50,2,1,0.907,desktop,2,False,11.3,13,6,False,2.509599262378372
59372,771,111,2026-03-10 09:02:18,3,3,0.606,desktop,3,True,15.0,9,1,False,2.772588722239781
19672,374,12,2026-03-30 06:32:25,1,2,0.353,mobile,4,True,39.3,6,0,False,3.696351468952637
57465,74,93,2026-01-16 09:34:06,3,4,0.985,mobile,5,False,14.6,9,4,False,2.747270914255491
8702,522,87,2026-02-10 23:31:28,2,1,1.0,desktop,5,True,7.6,23,1,False,2.151762203259462
37488,242,80,2026-04-21 21:12:16,3,4,0.561,tablet,2,True,52.7,21,1,False,3.983413001514819
53342,756,116,2026-03-22 10:32:55,1,4,0.955,desktop,5,False,7.2,10,6,False,2.1041341542702074
9218,46,98,2026-03-21 16:04:04,1,3,0.962,mobile,5,True,11.6,16,5,False,2.533696813957432
12442,612,71,2026-03-20 23:41:14,1,5,0.739,mobile,4,True,25.3,23,4,False,3.269568939183719
42330,708,74,2026-04-08 16:09:52,5,4,0.675,mobile,2,True,74.5,16,2,False,4.324132656254979
31021,785,101,2026-04-09 20:49:12,1,1,0.811,mobile,1,True,20.4,20,3,False,3.0633909220278057
26923,472,59,2026-04-15 22:16:25,1,1,0.497,desktop,3,True,9.3,22,2,False,2.33214389523559
13626,184,44,2026-04-09 02:09:26,1,3,0.74,mobile,3,False,38.7,2,3,False,3.681351187693145
29989,624,93,2026-04-19 06:56:16,3,4,0.967,tablet,4,True,14.1,6,6,False,2.714694743820879
52468,783,40,2026-04-28 12:14:26,1,5,0.617,mobile,1,False,26.5,12,1,False,3.3141860046725258
15062,626,71,2026-02-25 05:38:39,3,5,0.933,desktop,2,True,20.6,5,2,False,3.0726933146901194
27749,29,38,2026-01-22 19:53:22,1,3,0.729,mobile,2,True,45.2,19,3,False,3.832979798087693
56009,346,91,2026-02-06 01:09:45,1,3,0.928,mobile,4,True,15.6,1,4,False,2.8094026953624978
13341,708,48,2026-02-17 17:13:10,1,3,0.689,mobile,3,True,22.5,17,1,False,3.1570004211501135
28245,398,17,2026-02-08 17:12:45,1,1,1.0,mobile,5,True,14.8,17,6,False,2.760009940032921
2126,653,10,2026-02-20 04:50:47,1,1,0.772,mobile,3,True,31.6,4,4,False,3.484312288372662
58644,233,88,2026-01-04 06:47:16,3,2,0.942,mobile,2,True,13.7,6,6,False,2.6878474937846906
44872,580,93,2026-04-27 02:25:36,1,4,0.659,mobile,5,False,24.4,2,0,False,3.2347491740244907
7026,598,58,2026-04-04 07:26:25,1,2,0.912,tablet,5,True,27.2,7,5,False,3.339321977944068
15747,180,59,2026-02-16 01:06:14,1,1,0.92,desktop,3,False,3.8,1,0,False,1.5686159179138452
54317,258,104,2026-04-21 07:48:23,1,4,1.0,desktop,3,True,26.4,7,1,False,3.3105430133940246
46229,588,12,2026-01-15 13:04:48,2,2,0.297,mobile,1,True,104.7,13,3,False,4.660604892876192
20712,516,114,2026-03-17 17:41:52,1,2,0.958,desktop,5,True,13.5,17,1,False,2.6741486494265287
43904,239,68,2026-03-15 13:48:11,1,3,0.902,desktop,2,True,29.1,13,6,False,3.40452517175483
59001,488,45,2026-02-18 18:02:38,1,4,0.834,mobile,3,False,67.0,18,2,False,4.219507705176107
12979,561,18,2026-04-14 20:22:57,2,3,0.589,mobile,2,False,30.4,20,1,False,3.4468078929142076
51363,192,99,2026-04-23 02:28:21,1,1,0.387,mobile,3,True,43.5,2,3,False,3.7954891891721947
42000,161,41,2026-04-07 06:55:42,1,4,1.0,desktop,4,False,40.6,6,1,False,3.728100167267218
35188,202,9,2026-02-12 07:28:34,2,5,0.661,mobile,1,True,46.8,7,3,False,3.86702563949741
27128,464,71,2026-03-08 08:34:41,1,5,0.707,mobile,4,True,52.7,8,6,False,3.983413001514819
46725,430,47,2026-03-07 04:57:13,1,3,0.848,desktop,2,False,44.4,4,5,False,3.8155121050473024
40101,300,87,2026-04-20 14:20:19,1,1,0.833,mobile,2,True,21.0,14,0,False,3.091042453358316
16828,690,102,2026-02-16 16:26:25,2,3,0.959,mobile,1,True,25.4,16,0,False,3.2733640101522705
12790,733,91,2026-04-06 17:05:26,3,3,0.485,desktop,3,True,47.8,17,0,False,3.8877303128591016
14954,304,111,2026-02-04 02:43:13,1,3,0.599,mobile,1,False,35.7,2,2,False,3.6027767550605247
48079,337,9,2026-04-10 01:11:30,1,5,0.441,mobile,3,False,65.4,1,4,False,4.1956970564823886
3583,13,110,2026-03-05 23:55:45,2,3,0.895,mobile,1,True,21.3,23,3,False,3.104586678466073
27817,775,35,2026-02-12 01:54:36,2,4,1.0,mobile,5,True,31.0,1,3,False,3.4657359027997265
56263,503,42,2026-01-19 21:59:16,3,5,0.757,mobile,4,True,45.8,21,0,False,3.845883202923601
15952,486,71,2026-04-07 18:14:40,2,5,0.899,mobile,5,True,21.9,18,1,False,3.131136910560194
35596,784,67,2026-01-28 15:19:14,2,4,0.54,desktop,1,True,37.9,15,2,False,3.6609942506244004
17769,667,107,2026-04-19 23:20:54,1,4,0.66,mobile,5,True,25.3,23,6,False,3.269568939183719
40915,514,18,2026-01-07 14:18:34,2,3,0.578,mobile,4,True,10.7,14,2,False,2.4595888418037104
11958,9,51,2026-01-26 12:51:51,2,5,0.759,tablet,3,True,25.2,12,0,False,3.265759410767051
38568,375,98,2026-03-22 08:57:38,3,3,0.817,mobile,1,True,20.4,8,6,False,3.0633909220278057
7103,591,97,2026-01-22 05:52:53,1,4,0.891,mobile,3,True,30.3,5,3,False,3.4436180975461075
15595,621,93,2026-03-03 09:30:02,1,4,0.845,mobile,4,False,22.8,9,1,False,3.169685580677429
16102,653,68,2026-04-18 05:33:46,1,3,0.717,mobile,5,True,27.7,5,5,False,3.3568971227655755
15940,412,36,2026-02-16 22:32:36,2,1,0.745,tablet,1,True,18.9,22,0,False,2.990719731730447
34929,489,59,2026-03-06 09:30:01,1,1,0.769,desktop,1,False,17.6,9,4,False,2.9231615807191558
35082,258,46,2026-03-17 20:34:41,2,4,1.0,desktop,2,True,16.0,20,1,False,2.833213344056216
40224,23,83,2026-01-09 17:32:20,1,4,0.972,desktop,2,True,35.0,17,4,False,3.58351893845611
32355,238,67,2026-01-02 13:00:12,3,4,0.906,mobile,4,False,20.7,13,4,False,3.077312260546414
2509,556,35,2026-02-07 13:56:45,1,4,0.933,mobile,5,True,25.6,13,5,False,3.2809112157876537
35376,367,105,2026-04-20 09:52:11,1,4,0.866,mobile,4,False,67.8,9,0,False,4.231203744939298
54770,109,109,2026-03-09 01:44:09,1,2,0.631,desktop,4,True,22.9,1,0,False,3.173878458937465
26357,336,34,2026-03-22 10:53:34,1,4,0.834,mobile,1,False,40.2,10,6,False,3.7184382563554808
55131,636,52,2026-04-23 01:58:30,2,2,0.832,mobile,5,True,32.0,1,3,False,3.4965075614664802
58939,87,14,2026-01-04 22:56:26,1,4,0.91,desktop,1,True,23.5,22,6,False,3.1986731175506815
51813,458,11,2026-01-15 10:56:21,2,1,0.928,mobile,1,True,11.9,10,3,False,2.5572273113676265
47850,148,52,2026-02-05 02:42:00,3,2,0.159,mobile,3,True,24.5,2,3,False,3.2386784521643803
28312,668,111,2026-04-25 13:40:45,1,3,0.598,desktop,1,True,33.9,13,5,False,3.5524868292083815
51705,604,14,2026-02-11 05:05:45,3,4,0.813,mobile,4,False,36.7,5,2,False,3.629660094453965
22898,297,43,2026-03-20 21:46:14,2,3,0.819,mobile,3,False,30.2,21,4,False,3.4404180948154366
55567,629,89,2026-03-21 04:41:13,1,3,0.915,mobile,2,True,63.7,4,5,False,4.169761201506855
41991,271,50,2026-02-24 09:29:03,1,3,0.692,mobile,4,True,97.7,9,1,False,4.592084946439436
49461,587,67,2026-04-12 04:27:29,1,4,0.885,desktop,2,True,35.8,4,6,False,3.6054978451748854
3200,790,93,2026-02-02 05:45:41,1,4,0.623,mobile,2,True,24.8,5,0,False,3.250374491927572
930,683,32,2026-02-23 12:26:29,1,4,0.925,desktop,5,True,22.6,12,0,False,3.1612467120315646
24730,194,28,2026-02-20 21:34:31,3,5,0.717,tablet,3,True,56.5,21,4,False,4.051784947803305
44103,633,64,2026-03-15 17:19:50,1,3,0.993,mobile,5,False,26.8,17,6,False,3.3250360206965914
9463,494,30,2026-02-21 16:12:21,3,4,0.53,tablet,3,True,18.4,16,5,False,2.9652730660692823
52205,618,48,2026-03-27 20:39:05,1,3,0.866,mobile,3,True,17.0,20,4,False,2.8903717578961645
17447,292,54,2026-03-01 09:11:13,1,2,0.921,mobile,1,True,31.5,9,6,False,3.481240089335692
57556,610,79,2026-03-26 12:10:18,4,5,0.784,mobile,2,False,43.5,12,3,False,3.7954891891721947
38828,93,99,2026-01-05 04:50:14,2,1,0.548,desktop,2,True,39.7,4,0,False,3.7062280924485496
34072,238,2,2026-01-24 01:35:57,1,5,0.809,mobile,3,False,51.0,1,5,False,3.9512437185814275
41433,196,102,2026-04-23 04:43:00,2,3,0.684,tablet,2,False,29.0,4,3,False,3.4011973816621555
12055,81,6,2026-03-21 04:06:22,1,2,0.857,mobile,1,True,35.4,4,5,False,3.594568774642695
10584,122,16,2026-03-11 15:09:24,1,1,0.929,mobile,5,True,9.0,15,2,False,2.302585092994046
29376,312,38,2026-01-20 05:34:14,1,3,0.931,mobile,1,True,64.1,5,1,False,4.175924549214524
16081,359,32,2026-02-27 08:06:13,1,4,0.734,mobile,3,True,567.6871678529985,8,4,True,6.343330490057829
30444,530,94,2026-04-22 03:41:17,1,3,0.848,mobile,4,True,41.6,3,2,False,3.751854253275325
54461,503,22,2026-04-12 11:50:13,4,1,0.657,mobile,4,True,79.6,11,6,False,4.389498649512583
31498,528,66,2026-01-20 09:23:31,1,3,0.857,mobile,3,False,51.5,9,1,False,3.960813169597578
2247,518,1,2026-03-30 17:46:51,1,4,0.474,mobile,2,False,51.7,17,0,False,3.9646154555473165
13871,676,107,2026-01-04 18:49:57,1,4,0.635,mobile,2,True,39.0,18,6,False,3.6888794541139363
33210,269,15,2026-03-13 16:20:50,3,4,0.709,tablet,4,True,35.6,16,4,False,3.6000482404073204
56093,342,67,2026-03-14 22:28:23,1,4,0.683,mobile,1,False,67.4,22,5,False,4.225372824628505
25996,225,12,2026-01-03 10:30:35,1,2,0.802,mobile,2,False,37.6,10,5,False,3.653252276470785
32549,724,107,2026-04-27 17:44:49,1,4,0.726,mobile,2,False,46.5,17,0,False,3.8607297110405954
25103,190,57,2026-04-22 13:44:53,2,4,0.715,mobile,4,True,55.7,13,2,False,4.037774210733707
2270,55,65,2026-02-23 01:05:53,1,2,1.0,mobile,5,False,18.3,1,0,False,2.9601050959108397
18982,137,118,2026-02-22 15:28:59,2,3,0.748,desktop,3,True,30.9,15,6,False,3.462606009790799
27144,574,95,2026-02-15 17:30:29,3,4,0.873,mobile,1,True,11.9,17,6,False,2.5572273113676265
7615,377,102,2026-02-01 17:35:43,1,3,0.915,mobile,1,True,30.3,17,6,False,3.4436180975461075
59438,222,92,2026-03-12 21:41:34,1,3,1.0,mobile,2,True,24.6,21,3,False,3.242592351485517
47208,209,104,2026-03-13 04:55:51,1,4,0.919,mobile,3,True,33.2,4,4,False,3.5322256440685598
48567,661,42,2026-01-12 14:39:56,1,5,1.0,mobile,4,True,14.2,14,0,False,2.7212954278522306
54008,631,110,2026-02-16 12:21:23,1,3,0.758,mobile,3,True,23.8,12,0,False,3.2108436531709366
48132,476,106,2026-02-21 11:09:09,3,4,0.629,mobile,2,True,44.7,11,5,False,3.822098297900159
1896,22,17,2026-01-18 06:23:03,5,1,1.0,mobile,2,True,9.5,6,6,False,2.3513752571634776
29443,739,27,2026-01-27 22:43:21,2,2,0.983,mobile,3,False,14.1,22,1,False,2.714694743820879
38344,531,5,2026-03-31 02:29:14,1,4,0.967,desktop,5,True,49.2,2,1,False,3.9160150266976834
4805,360,19,2026-02-07 17:15:34,1,4,0.54,tablet,4,True,45.7,17,5,False,3.8437441646748516
47384,695,28,2026-02-09 16:35:37,1,5,0.623,mobile,1,True,79.1,16,0,False,4.383275854074314
9053,274,35,2026-04-19 15:47:24,1,4,0.904,mobile,1,True,33.7,15,6,False,3.5467396869528134
22077,138,59,2026-04-12 19:04:52,1,1,0.851,mobile,3,True,17.0,19,6,False,2.8903717578961645
7008,529,91,2026-04-27 14:01:16,1,3,0.909,mobile,3,True,40.3,14,0,False,3.720862499966987
40566,475,17,2026-02-24 22:43:42,1,1,0.342,mobile,2,True,60.9,22,1,False,4.12552017969055
7069,335,119,2026-03-23 15:06:36,2,1,0.367,mobile,3,False,29.3,15,0,False,3.4111477125153233
29764,218,107,2026-02-19 01:38:33,1,4,0.663,desktop,3,True,50.7,1,3,False,3.9454577815143836
20872,553,30,2026-02-15 23:56:57,1,4,0.852,mobile,5,True,29.3,23,6,False,3.4111477125153233
3420,373,59,2026-01-10 06:51:50,2,1,0.851,mobile,5,True,17.9,6,5,False,2.9391619220655967
32804,243,102,2026-04-07 02:36:01,2,3,0.848,tablet,1,False,25.7,2,1,False,3.2846635654062037
13908,295,84,2026-02-04 13:06:56,1,3,0.713,mobile,5,True,31.0,13,2,False,3.4657359027997265
469,389,112,2026-03-29 19:58:31,1,5,0.714,desktop,1,True,23.3,19,6,False,3.190476350346503
41396,743,99,2026-01-02 10:11:50,4,1,0.723,tablet,5,True,22.5,10,4,False,3.1570004211501135
32672,337,71,2026-04-02 08:10:03,2,5,0.786,mobile,5,True,21.5,8,3,False,3.1135153092103742
58304,380,63,2026-01-30 19:13:20,2,3,0.809,mobile,4,False,12.1,19,4,False,2.5726122302071057
27646,345,38,2026-02-19 13:20:53,1,3,0.555,desktop,3,True,39.9,13,3,False,3.711130063048756
4493,727,79,2026-01-08 04:55:53,1,5,0.856,mobile,3,True,53.6,4,3,False,4.000033882750859
56789,429,82,2026-04-10 12:22:18,4,4,0.755,mobile,3,True,37.5,12,4,False,3.6506582412937387
7214,341,73,2026-04-02 00:58:13,1,5,0.833,desktop,4,True,12.5,0,3,False,2.6026896854443837
24426,646,89,2026-01-24 14:23:57,1,3,0.671,mobile,1,True,70.4,14,5,False,4.268297869345539
16142,761,31,2026-01-03 16:29:22,1,3,0.716,mobile,2,True,15.7,16,5,False,2.8154087194227095
7114,552,24,2026-04-08 09:38:21,1,4,0.88,mobile,3,False,30.4,9,2,False,3.4468078929142076
56814,151,49,2026-02-14 09:11:22,2,2,0.659,desktop,4,True,33.0,9,5,False,3.5263605246161616
42594,105,73,2026-03-31 18:59:40,1,5,0.906,desktop,4,True,11.8,18,1,False,2.5494451709255714
15389,765,67,2026-03-17 16:06:46,1,4,0.882,mobile,4,True,20.3,16,1,False,3.0587070727153796
15201,621,54,2026-04-27 10:36:35,1,2,0.858,mobile,5,True,34.8,10,0,False,3.5779478934066544
25624,442,112,2026-03-28 03:05:35,1,5,0.48,mobile,5,True,33.6,3,5,False,3.543853682063679
37028,306,49,2026-03-25 10:41:25,2,2,0.876,mobile,4,True,37.0,10,2,False,3.6375861597263857
6115,550,106,2026-02-07 10:52:03,1,4,0.983,mobile,4,False,22.6,10,5,False,3.1612467120315646
6859,450,50,2026-04-23 01:33:55,1,3,0.794,mobile,3,True,39.4,1,3,False,3.6988297849671046
17205,91,81,2026-03-09 19:29:55,1,3,0.656,mobile,2,True,35.6,19,0,False,3.6000482404073204
20543,593,114,2026-02-25 05:38:44,1,2,0.636,mobile,4,True,13.2,5,2,False,2.653241964607215
1326,230,76,2026-03-14 18:51:43,1,4,1.0,mobile,2,False,14.5,18,5,False,2.740840023925201
46221,309,52,2026-01-07 11:51:31,4,2,1.0,mobile,4,True,11.4,11,2,False,2.517696472610991
37977,723,93,2026-04-05 10:31:30,4,4,0.844,desktop,5,True,13.1,10,6,False,2.6461747973841225
4531,324,36,2026-03-07 04:31:40,2,1,0.786,mobile,3,True,16.0,4,5,False,2.833213344056216
28142,251,92,2026-01-02 04:56:29,1,3,1.0,mobile,2,True,28.1,4,4,False,3.370738174177447
51809,461,41,2026-03-27 08:17:04,2,4,0.748,mobile,3,True,68.1,8,4,False,4.235554730773624
2345,422,13,2026-03-03 16:13:16,1,2,0.851,mobile,1,True,21.4,16,1,False,3.109060958860994
9137,690,26,2026-02-03 19:13:55,1,5,0.937,mobile,5,False,19.0,19,1,False,2.995732273553991
57429,388,101,2026-04-29 08:44:43,1,1,0.876,desktop,1,True,19.4,8,2,False,3.0155349008501706
