user_id,engagement_segment,region,device_type,recency_days,frequency_sessions,educational_value_xp
623,regular,urbano,mobile,4,4,1022.0
624,casual,urbano,tablet,2,3,426.0
625,regular,urbano,tablet,0,6,1753.0
626,regular,urbano,desktop,0,7,1035.0
627,casual,urbano,mobile,2,4,836.0
628,regular,urbano,mobile,0,10,2550.0
629,dedicado,urbano,mobile,2,14,2682.0
630,casual,urbano,mobile,4,4,419.0
631,casual,semiurbano,mobile,20,7,656.0
632,regular,rural,mobile,0,6,2198.0
633,dedicado,urbano,mobile,0,16,3553.0
634,regular,urbano,mobile,2,10,1198.0
635,dedicado,urbano,tablet,0,12,4267.0
636,dedicado,urbano,mobile,0,22,5718.0
637,regular,rural,mobile,1,8,1873.0
638,regular,urbano,mobile,6,8,1811.0
639,casual,urbano,desktop,1,7,677.0
640,casual,rural,tablet,5,4,457.0
641,regular,semiurbano,mobile,1,9,2086.0
642,casual,semiurbano,mobile,3,9,693.0
643,casual,urbano,mobile,0,3,713.0
644,casual,urbano,tablet,1,5,373.0
645,casual,semiurbano,mobile,2,10,511.0
646,regular,urbano,mobile,1,14,1687.0
647,dedicado,urbano,mobile,0,21,3499.0
648,casual,urbano,desktop,0,4,747.0
649,regular,urbano,mobile,1,7,2122.0
650,casual,semiurbano,desktop,13,4,585.0
651,regular,semiurbano,desktop,0,12,1008.0
652,dedicado,urbano,desktop,1,20,4158.0
653,regular,semiurbano,mobile,0,22,1936.0
654,casual,urbano,desktop,6,14,424.0
655,dedicado,urbano,tablet,0,21,2866.0
656,casual,semiurbano,desktop,2,9,751.0
657,dedicado,urbano,mobile,0,14,2379.0
658,dedicado,semiurbano,mobile,0,11,4048.0
659,dedicado,rural,mobile,0,14,3075.0
660,dedicado,semiurbano,mobile,0,18,4440.0
661,regular,semiurbano,mobile,0,14,1360.0
662,regular,urbano,mobile,0,10,1325.0
663,regular,urbano,mobile,1,10,1592.0
664,casual,urbano,desktop,1,9,685.0
665,dedicado,semiurbano,mobile,0,10,3922.0
666,casual,urbano,mobile,1,3,795.0
667,casual,urbano,mobile,5,3,600.0
668,dedicado,rural,desktop,0,12,5445.0
669,dedicado,urbano,mobile,0,20,2916.0
670,casual,urbano,mobile,0,5,618.0
671,dedicado,urbano,desktop,0,18,5017.0
672,regular,semiurbano,desktop,1,9,978.0
673,regular,urbano,mobile,0,7,1213.0
674,regular,semiurbano,mobile,0,14,1365.0
675,casual,urbano,tablet,3,8,1268.0
676,casual,rural,mobile,3,7,2876.0
677,casual,urbano,desktop,0,6,475.0
678,casual,urbano,mobile,3,6,567.0
679,casual,semiurbano,desktop,4,13,2052.0
680,casual,rural,mobile,5,9,2527.0
681,casual,urbano,mobile,1,9,707.0
682,casual,urbano,mobile,2,7,729.0
683,regular,urbano,desktop,0,15,2780.0
684,regular,rural,tablet,1,15,1316.0
685,regular,urbano,mobile,0,8,1564.0
686,regular,semiurbano,mobile,2,12,2023.0
687,regular,rural,desktop,1,12,2710.0
688,casual,semiurbano,desktop,0,4,451.0
689,regular,semiurbano,desktop,0,12,1053.0
690,dedicado,urbano,mobile,0,16,3468.0
691,casual,urbano,desktop,2,7,729.0
692,regular,urbano,tablet,2,8,1002.0
693,regular,urbano,desktop,2,10,2536.0
694,casual,semiurbano,mobile,1,2,699.0
695,regular,semiurbano,mobile,2,19,1196.0
696,regular,semiurbano,mobile,0,9,1681.0
697,regular,semiurbano,tablet,0,10,1399.0
698,regular,semiurbano,mobile,1,11,1436.0
699,regular,urbano,mobile,5,14,1471.0
700,regular,urbano,mobile,4,8,1527.0
701,casual,rural,mobile,0,6,570.0
702,casual,urbano,tablet,5,4,719.0
703,dedicado,urbano,desktop,0,24,5271.0
704,casual,urbano,desktop,2,4,835.0
705,casual,urbano,mobile,4,6,622.0
706,casual,urbano,mobile,7,6,1353.0
707,casual,semiurbano,desktop,1,6,653.0
708,regular,urbano,mobile,0,17,1125.0
709,regular,urbano,mobile,2,9,1093.0
710,casual,urbano,mobile,1,6,342.0
711,casual,urbano,mobile,2,5,472.0
712,dedicado,urbano,mobile,1,19,3134.0
713,casual,rural,tablet,8,4,1021.0
714,dedicado,urbano,mobile,0,24,2590.0
715,casual,semiurbano,desktop,5,6,568.0
716,regular,rural,mobile,1,13,3132.0
717,regular,rural,desktop,1,11,1504.0
718,regular,urbano,mobile,3,12,2802.0
719,regular,urbano,mobile,2,5,1304.0
720,casual,urbano,mobile,2,5,286.0
721,dedicado,semiurbano,mobile,1,19,4373.0
722,regular,urbano,mobile,4,15,2811.0
723,dedicado,semiurbano,desktop,1,15,3168.0
724,dedicado,urbano,mobile,2,12,2316.0
725,regular,urbano,mobile,1,4,1575.0
726,regular,semiurbano,desktop,1,10,1260.0
727,dedicado,semiurbano,mobile,4,16,3440.0
728,regular,urbano,mobile,0,10,2149.0
729,regular,urbano,tablet,6,14,1959.0
730,regular,urbano,mobile,0,16,1547.0
731,regular,urbano,desktop,0,11,1696.0
732,regular,urbano,mobile,0,15,1370.0
733,regular,semiurbano,desktop,0,9,3437.0
734,casual,urbano,desktop,1,9,791.0
735,casual,semiurbano,mobile,3,4,610.0
736,casual,urbano,mobile,4,9,2036.0
737,casual,urbano,mobile,9,3,906.0
738,regular,urbano,mobile,3,7,1730.0
739,dedicado,urbano,mobile,0,18,4932.0
740,casual,semiurbano,mobile,11,5,797.0
741,regular,urbano,mobile,0,7,1318.0
742,casual,rural,tablet,2,6,767.0
743,regular,semiurbano,tablet,2,13,2636.0
744,casual,urbano,mobile,5,6,644.0
745,regular,urbano,tablet,2,7,1141.0
746,regular,urbano,mobile,3,14,2894.0
747,regular,semiurbano,mobile,0,5,1684.0
748,casual,urbano,mobile,21,8,614.0
749,regular,semiurbano,desktop,0,9,1004.0
750,dedicado,urbano,mobile,2,24,3427.0
751,regular,rural,mobile,3,10,849.0
752,casual,rural,desktop,5,2,809.0
753,dedicado,semiurbano,desktop,3,14,3359.0
754,casual,urbano,mobile,7,6,785.0
755,casual,urbano,tablet,4,11,587.0
756,casual,urbano,desktop,0,6,382.0
757,regular,urbano,mobile,4,12,1429.0
758,regular,urbano,desktop,0,15,1340.0
759,dedicado,urbano,mobile,0,14,4995.0
760,regular,urbano,desktop,3,9,2488.0
761,dedicado,rural,mobile,2,22,4240.0
762,dedicado,semiurbano,mobile,0,19,2675.0
763,regular,semiurbano,mobile,3,10,1522.0
764,regular,urbano,mobile,4,6,1584.0
765,dedicado,urbano,mobile,2,15,2875.0
766,regular,rural,mobile,0,5,1225.0
767,casual,urbano,desktop,0,7,2135.0
768,dedicado,urbano,mobile,0,21,2592.0
769,casual,urbano,mobile,2,3,914.0
770,regular,urbano,desktop,3,10,1454.0
771,dedicado,rural,desktop,0,19,3913.0
772,regular,rural,tablet,2,18,1845.0
773,regular,urbano,mobile,2,9,2554.0
774,casual,semiurbano,tablet,0,13,1089.0
775,casual,urbano,mobile,5,5,462.0
776,regular,semiurbano,mobile,2,10,1449.0
777,regular,rural,desktop,0,16,1420.0
778,regular,semiurbano,mobile,0,14,2444.0
779,regular,urbano,mobile,0,11,1354.0
780,dedicado,urbano,mobile,0,25,2648.0
781,regular,rural,tablet,0,13,1505.0
782,regular,rural,desktop,1,8,3307.0
783,regular,semiurbano,mobile,2,10,1831.0
784,regular,rural,desktop,1,10,1600.0
785,casual,urbano,mobile,7,4,901.0
786,regular,urbano,mobile,4,5,1941.0
787,regular,rural,desktop,0,10,3471.0
788,dedicado,urbano,mobile,0,18,3486.0
789,casual,urbano,mobile,4,3,698.0
790,regular,urbano,mobile,11,7,1542.0
791,casual,urbano,mobile,1,4,813.0
792,casual,urbano,desktop,2,9,791.0
793,casual,semiurbano,desktop,1,7,388.0
794,casual,semiurbano,mobile,16,5,483.0
795,dedicado,urbano,mobile,1,16,2335.0
796,regular,urbano,mobile,2,12,2472.0
797,casual,semiurbano,mobile,2,8,647.0
798,regular,semiurbano,tablet,0,9,1432.0
799,casual,urbano,desktop,2,3,325.0
800,casual,semiurbano,mobile,4,6,846.0
