user_id,signup_date,region,device_type,engagement_segment,base_connectivity_score
563,2026-03-14,semiurbano,desktop,casual,0.822
564,2026-04-11,semiurbano,desktop,regular,0.879
565,2026-03-30,urbano,mobile,casual,0.994
566,2026-02-17,urbano,mobile,casual,0.846
567,2026-02-21,urbano,mobile,dedicado,0.922
568,2026-03-17,urbano,desktop,regular,0.833
569,2026-02-09,semiurbano,tablet,regular,0.723
570,2026-02-27,rural,desktop,dedicado,0.65
571,2026-02-06,rural,mobile,regular,0.352
572,2026-01-25,semiurbano,mobile,dedicado,0.738
573,2026-03-16,urbano,mobile,regular,0.816
574,2026-04-03,urbano,mobile,regular,0.854
575,2026-01-17,urbano,tablet,casual,0.768
576,2026-04-01,urbano,mobile,casual,0.859
577,2026-01-12,urbano,mobile,regular,0.875
578,2026-04-25,semiurbano,mobile,casual,0.724
579,2026-03-21,urbano,mobile,casual,0.85
580,2026-02-25,semiurbano,mobile,regular,0.586
581,2026-02-27,semiurbano,mobile,regular,0.562
582,2026-02-06,urbano,mobile,casual,0.838
583,2026-01-05,semiurbano,mobile,casual,0.861
584,2026-02-22,semiurbano,mobile,regular,0.778
585,2026-04-09,urbano,mobile,casual,0.863
586,2026-01-17,urbano,tablet,regular,1.0
587,2026-02-09,urbano,desktop,casual,0.855
588,2026-02-13,rural,mobile,dedicado,0.325
589,2026-03-09,urbano,desktop,casual,0.863
590,2026-01-27,urbano,mobile,casual,0.822
591,2026-01-29,urbano,mobile,casual,0.933
592,2026-02-22,urbano,mobile,regular,0.844
593,2026-02-07,semiurbano,mobile,dedicado,0.708
594,2026-04-12,urbano,mobile,casual,0.937
595,2026-03-21,semiurbano,desktop,casual,0.66
596,2026-03-04,rural,desktop,casual,0.214
597,2026-02-19,urbano,tablet,regular,0.84
598,2026-01-29,urbano,tablet,casual,0.947
599,2026-01-22,urbano,mobile,dedicado,0.999
600,2026-01-07,urbano,desktop,casual,0.867
601,2026-04-10,urbano,mobile,regular,0.813
602,2026-03-20,semiurbano,mobile,regular,0.76
603,2026-01-31,urbano,mobile,regular,1.0
604,2026-02-12,semiurbano,mobile,casual,0.83
605,2026-02-14,semiurbano,mobile,regular,0.672
606,2026-02-24,semiurbano,desktop,regular,0.786
607,2026-02-11,urbano,mobile,dedicado,0.87
608,2026-04-15,semiurbano,mobile,casual,0.783
609,2026-02-11,urbano,mobile,regular,0.902
610,2026-01-20,urbano,mobile,regular,0.851
611,2026-02-09,urbano,mobile,dedicado,1.0
612,2026-02-05,urbano,mobile,casual,0.88
613,2026-02-12,rural,mobile,regular,0.631
614,2026-01-22,urbano,desktop,regular,0.865
615,2026-02-15,urbano,tablet,dedicado,0.823
616,2026-03-28,urbano,mobile,regular,0.896
617,2026-02-15,urbano,mobile,casual,0.973
618,2026-02-05,urbano,mobile,regular,0.874
619,2026-02-24,urbano,mobile,casual,0.97
620,2026-04-22,semiurbano,desktop,casual,0.577
621,2026-02-06,urbano,mobile,regular,0.897
622,2026-04-03,urbano,tablet,regular,0.929
623,2026-01-07,urbano,mobile,regular,0.919
624,2026-04-30,urbano,tablet,casual,0.87
625,2026-03-14,urbano,tablet,regular,0.747
626,2026-01-15,urbano,desktop,regular,0.872
627,2026-01-30,urbano,mobile,casual,0.945
628,2026-02-25,urbano,mobile,regular,0.927
629,2026-02-03,urbano,mobile,dedicado,0.875
630,2026-04-09,urbano,mobile,casual,0.978
631,2026-02-04,semiurbano,mobile,casual,0.643
632,2026-03-20,rural,mobile,regular,0.497
633,2026-03-02,urbano,mobile,dedicado,0.999
634,2026-03-13,urbano,mobile,regular,0.993
635,2026-01-18,urbano,tablet,dedicado,1.0
636,2026-02-05,urbano,mobile,dedicado,0.796
637,2026-02-27,rural,mobile,regular,0.676
638,2026-04-05,urbano,mobile,regular,0.893
639,2026-04-23,urbano,desktop,casual,0.939
640,2026-03-09,rural,tablet,casual,0.392
641,2026-02-27,semiurbano,mobile,regular,0.791
642,2026-01-21,semiurbano,mobile,casual,0.661
643,2026-04-13,urbano,mobile,casual,0.875
644,2026-02-21,urbano,tablet,casual,0.769
645,2026-03-08,semiurbano,mobile,casual,0.781
646,2026-01-15,urbano,mobile,regular,0.747
647,2026-01-29,urbano,mobile,dedicado,0.91
648,2026-04-05,urbano,desktop,casual,0.794
649,2026-01-26,urbano,mobile,regular,0.826
650,2026-02-03,semiurbano,desktop,casual,0.61
651,2026-04-02,semiurbano,desktop,regular,0.686
652,2026-02-25,urbano,desktop,dedicado,0.794
653,2026-01-04,semiurbano,mobile,regular,0.737
654,2026-02-17,urbano,desktop,casual,0.895
655,2026-01-27,urbano,tablet,dedicado,0.896
656,2026-04-13,semiurbano,desktop,casual,0.721
657,2026-01-24,urbano,mobile,dedicado,1.0
658,2026-01-22,semiurbano,mobile,dedicado,0.751
659,2026-01-12,rural,mobile,dedicado,0.518
660,2026-02-01,semiurbano,mobile,dedicado,0.827
661,2026-02-23,semiurbano,mobile,regular,0.931
662,2026-03-01,urbano,mobile,regular,0.991
663,2026-04-10,urbano,mobile,regular,0.999
664,2026-03-17,urbano,desktop,casual,1.0
665,2026-01-10,semiurbano,mobile,dedicado,0.663
666,2026-02-19,urbano,mobile,casual,0.856
667,2026-01-09,urbano,mobile,casual,0.791
668,2026-01-14,rural,desktop,dedicado,0.714
669,2026-01-24,urbano,mobile,dedicado,1.0
670,2026-03-25,urbano,mobile,casual,0.891
671,2026-01-22,urbano,desktop,dedicado,0.864
672,2026-03-14,semiurbano,desktop,regular,0.777
673,2026-02-02,urbano,mobile,regular,0.822
674,2026-03-22,semiurbano,mobile,regular,0.603
675,2026-04-06,urbano,tablet,casual,0.918
676,2026-03-05,rural,mobile,casual,0.587
677,2026-03-18,urbano,desktop,casual,0.854
678,2026-01-27,urbano,mobile,casual,0.868
679,2026-02-14,semiurbano,desktop,casual,0.651
680,2026-02-14,rural,mobile,casual,0.262
681,2026-02-07,urbano,mobile,casual,0.846
682,2026-03-09,urbano,mobile,casual,0.85
683,2026-01-27,urbano,desktop,regular,0.913
684,2026-03-04,rural,tablet,regular,0.422
685,2026-01-24,urbano,mobile,regular,0.866
686,2026-03-20,semiurbano,mobile,regular,0.78
687,2026-04-11,rural,desktop,regular,0.372
688,2026-01-31,semiurbano,desktop,casual,0.541
689,2026-02-21,semiurbano,desktop,regular,1.0
690,2026-01-17,urbano,mobile,dedicado,0.894
691,2026-03-20,urbano,desktop,casual,0.925
692,2026-02-11,urbano,tablet,regular,0.882
693,2026-03-02,urbano,desktop,regular,0.837
694,2026-04-13,semiurbano,mobile,casual,0.782
695,2026-01-12,semiurbano,mobile,regular,0.563
696,2026-01-09,semiurbano,mobile,regular,0.659
697,2026-03-09,semiurbano,tablet,regular,0.717
698,2026-03-25,semiurbano,mobile,regular,0.595
699,2026-03-02,urbano,mobile,regular,0.736
700,2026-03-20,urbano,mobile,regular,0.904
701,2026-03-04,rural,mobile,casual,0.714
702,2026-04-13,urbano,tablet,casual,0.882
703,2026-01-15,urbano,desktop,dedicado,0.776
704,2026-01-13,urbano,desktop,casual,0.917
705,2026-01-20,urbano,mobile,casual,1.0
706,2026-01-19,urbano,mobile,casual,0.836
707,2026-04-09,semiurbano,desktop,casual,0.652
708,2026-01-31,urbano,mobile,regular,0.767
709,2026-03-06,urbano,mobile,regular,0.807
710,2026-03-18,urbano,mobile,casual,0.953
711,2026-02-21,urbano,mobile,casual,0.883
712,2026-02-26,urbano,mobile,dedicado,0.759
713,2026-01-03,rural,tablet,casual,0.377
714,2026-02-17,urbano,mobile,dedicado,0.853
715,2026-02-15,semiurbano,desktop,casual,0.75
716,2026-03-18,rural,mobile,regular,0.551
717,2026-04-08,rural,desktop,regular,0.195
718,2026-01-24,urbano,mobile,regular,0.872
719,2026-02-06,urbano,mobile,regular,0.761
720,2026-01-31,urbano,mobile,casual,0.806
721,2026-01-28,semiurbano,mobile,dedicado,0.845
722,2026-04-02,urbano,mobile,regular,0.905
723,2026-01-21,semiurbano,desktop,dedicado,0.864
724,2026-02-20,urbano,mobile,dedicado,0.878
725,2026-01-21,urbano,mobile,regular,0.765
726,2026-04-03,semiurbano,desktop,regular,0.683
727,2026-02-25,semiurbano,mobile,dedicado,0.82
728,2026-01-31,urbano,mobile,regular,0.932
729,2026-01-18,urbano,tablet,regular,0.954
730,2026-03-25,urbano,mobile,regular,0.907
731,2026-02-04,urbano,desktop,regular,0.922
732,2026-02-07,urbano,mobile,regular,0.841
733,2026-04-07,semiurbano,desktop,regular,0.592
734,2026-04-01,urbano,desktop,casual,0.813
735,2026-01-20,semiurbano,mobile,casual,0.732
736,2026-03-25,urbano,mobile,casual,0.863
737,2026-04-25,urbano,mobile,casual,0.97
738,2026-02-01,urbano,mobile,regular,0.872
739,2026-02-27,urbano,mobile,dedicado,0.934
740,2026-02-13,semiurbano,mobile,casual,0.629
741,2026-01-03,urbano,mobile,regular,0.966
742,2026-02-08,rural,tablet,casual,0.422
743,2026-04-10,semiurbano,tablet,regular,0.706
744,2026-02-23,urbano,mobile,casual,0.863
745,2026-01-03,urbano,tablet,regular,0.947
746,2026-03-22,urbano,mobile,regular,0.933
747,2026-02-27,semiurbano,mobile,regular,0.739
748,2026-02-06,urbano,mobile,casual,0.936
749,2026-02-07,semiurbano,desktop,regular,0.89
750,2026-01-22,urbano,mobile,dedicado,0.966
751,2026-01-30,rural,mobile,regular,0.693
752,2026-01-13,rural,desktop,casual,0.386
753,2026-02-13,semiurbano,desktop,dedicado,0.735
754,2026-01-05,urbano,mobile,casual,0.966
755,2026-02-20,urbano,tablet,casual,0.872
756,2026-01-17,urbano,desktop,casual,0.937
757,2026-02-27,urbano,mobile,regular,0.896
758,2026-03-10,urbano,desktop,regular,0.962
759,2026-01-29,urbano,mobile,dedicado,0.943
760,2026-03-13,urbano,desktop,regular,0.886
761,2026-01-11,rural,mobile,dedicado,0.669
762,2026-02-22,semiurbano,mobile,dedicado,0.763
763,2026-01-26,semiurbano,mobile,regular,0.761
764,2026-02-08,urbano,mobile,regular,0.921
765,2026-02-23,urbano,mobile,dedicado,0.995
766,2026-02-02,rural,mobile,regular,0.577
767,2026-02-07,urbano,desktop,casual,0.831
768,2026-01-30,urbano,mobile,dedicado,0.946
769,2026-03-29,urbano,mobile,casual,0.83
770,2026-01-08,urbano,desktop,regular,0.675
771,2026-02-13,rural,desktop,dedicado,0.546
772,2026-04-01,rural,tablet,regular,0.461
773,2026-01-30,urbano,mobile,regular,0.783
774,2026-01-09,semiurbano,tablet,casual,0.64
775,2026-03-27,urbano,mobile,casual,0.967
776,2026-03-09,semiurbano,mobile,regular,0.573
777,2026-02-06,rural,desktop,regular,0.381
778,2026-03-11,semiurbano,mobile,regular,0.662
779,2026-01-12,urbano,mobile,regular,0.719
780,2026-02-21,urbano,mobile,dedicado,0.901
781,2026-03-18,rural,tablet,regular,0.451
782,2026-02-18,rural,desktop,regular,0.222
783,2026-02-24,semiurbano,mobile,regular,0.735
784,2026-02-26,rural,desktop,regular,0.513
785,2026-04-20,urbano,mobile,casual,0.922
786,2026-03-23,urbano,mobile,regular,0.982
787,2026-03-01,rural,desktop,regular,0.699
788,2026-02-26,urbano,mobile,dedicado,0.792
789,2026-02-06,urbano,mobile,casual,0.887
790,2026-01-15,urbano,mobile,regular,0.748
791,2026-04-17,urbano,mobile,casual,0.752
792,2026-02-03,urbano,desktop,casual,0.902
793,2026-01-19,semiurbano,desktop,casual,0.852
794,2026-02-13,semiurbano,mobile,casual,0.664
795,2026-01-18,urbano,mobile,dedicado,0.969
796,2026-04-01,urbano,mobile,regular,0.942
797,2026-02-16,semiurbano,mobile,casual,0.68
798,2026-03-11,semiurbano,tablet,regular,0.737
799,2026-03-11,urbano,desktop,casual,0.836
800,2026-01-21,semiurbano,mobile,casual,0.888
